Start Index|Event Name|Start Time|Elapsed Time|Workbook|Worksheet|Dashboard|DataSource Name|CacheHit|Command|Action Name|Command Name|DataEngine API|Dialog Name|Task Name|Job Name|Processor Time Inclusive|Processor Time Exclusive|User Time Inclusive|User Time Exclusive|ContextId|ThreadID|Depth|Path|Level0|Level1|Level2|Level3|Level4|Level5|Level6|Level7|Level8|Level9|Level10|Level11|Level12|Level13|Level14|Level15|Level16|Level17|Level18|Level19|Session ID|Request ID|URL|XML Size|XML Text
1099|RunNode_copy|1571.609886800|0.000003500||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1100|RunNode_copy|1571.609893000|0.000003200||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1101|RunNode_copy|1571.609898800|0.000002900||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1102|RunNode_copy|1571.609913000|0.000003700||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1103|RunNode_copy|1571.609919400|0.000003300||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1104|RunNode_copy|1571.609925200|0.000003100||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1105|RunNode_copy|1571.609931800|0.000003100||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1106|RunNode_copy|1571.609937400|0.000003000||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1107|RunNode_copy|1571.609953100|0.000003400||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1108|RunNode_createTable|1571.609984600|0.000063700||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_createTable|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1109|RunNode_copy|1571.610051800|0.000003600||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1110|RunNode_filter|1571.610058400|0.000024900||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_filter|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1111|RunNode_filter|1571.610086600|0.000018600||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_filter|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1112|RunNode_concat|1571.610108400|0.000012600||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_concat|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1113|RunNode_concat|1571.610123800|0.000007000||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_concat|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
